"sensor_serial_number","timestamp","value","measurement_unit"
"426","1241521947","922.56","kPa"
"784","1263312026","661.49","kPa"
"285","1352128910","169.26","kPa"
"610","1192488994","618.24","kPa"
"644","1342505548","802.80","mg/Dl"
"107","1472084216","241.38","mg/Dl"
"405","1503461450","535.46","mg/Dl"
"428","1418014009","939.47","mg/Dl"
"327","1389619841","643.36","kPa"
"309","1217540346","954.14","kPa"
"649","1160374027","211.85","mg/Dl"
"746","1434246353","554.34","kPa"
"705","1175096014","386.89","kPa"
"210","1509654294","124.07","mg/Dl"
"493","1112261191","830.94","mg/Dl"
"647","1319983929","796.05","mg/Dl"
"793","1199085649","82.78","mg/Dl"
"669","1399186434","948.85","mg/Dl"
"185","1479795765","795.12","kPa"
"767","1250669736","574.70","mg/Dl"
"477","1213359673","674.04","mg/Dl"
"35","1443961062","923.77","mg/Dl"
"886","1109693647","749.65","kPa"
"21","1308568953","325.39","kPa"
"816","1265753737","576.20","kPa"
"683","1485912541","19.17","mg/Dl"
"557","1273218914","378.29","kPa"
"270","1264023378","742.23","kPa"
"796","1253573072","641.86","kPa"
"213","1471386746","710.86","kPa"
"949","1405626479","387.10","kPa"
"835","1211188703","205.03","kPa"
"324","1217304729","375.12","mg/Dl"
"785","1226431933","866.55","kPa"
"24","1395155123","890.88","kPa"
"216","1111898331","912.17","kPa"
"456","1383669528","936.80","mg/Dl"
"469","1370139675","51.09","mg/Dl"
"346","1399935149","671.18","kPa"
"970","1247525236","995.64","mg/Dl"
"503","1483160034","564.35","kPa"
"776","1124840256","28.80","mg/Dl"
"422","1318981210","936.29","kPa"
"40","1164469464","313.13","mg/Dl"
"444","1239945261","519.65","mg/Dl"
"202","1463186616","113.60","kPa"
"966","1378659299","280.84","kPa"
"872","1252391585","187.45","kPa"
"263","1419118330","573.40","mg/Dl"
"225","1261023412","545.68","kPa"
"541","1514378708","516.24","mg/Dl"
"701","1179734340","94.85","kPa"
"985","1284145768","336.62","mg/Dl"
"573","1270956771","258.25","kPa"
"346","1301034332","923.31","kPa"
"822","1364334209","191.60","kPa"
"874","1142567877","457.57","mg/Dl"
"181","1226737872","238.53","kPa"
"94","1122801056","264.21","mg/Dl"
"591","1391480826","612.02","kPa"
"567","1464446640","817.00","kPa"
"960","1431595334","184.34","mg/Dl"
"519","1182950112","583.45","mg/Dl"
"771","1245435066","671.41","mg/Dl"
"258","1366968634","374.78","mg/Dl"
"545","1329036930","311.00","mg/Dl"
"280","1108964467","426.37","mg/Dl"
"705","1175760909","463.88","kPa"
"463","1188022348","248.03","kPa"
"983","1386469237","972.63","kPa"
"645","1335041995","608.21","kPa"
"301","1153050687","857.59","mg/Dl"
"854","1408566546","933.69","kPa"
"415","1197402810","227.98","kPa"
"539","1238763262","78.10","kPa"
"438","1157949659","558.92","kPa"
"368","1411938555","327.78","mg/Dl"
"581","1128672703","602.84","kPa"
"103","1196416958","739.81","mg/Dl"
"46","1125863749","742.38","mg/Dl"
"546","1477972394","339.11","kPa"
"807","1420051800","79.57","mg/Dl"
"49","1104966227","314.46","mg/Dl"
"282","1376732233","724.38","kPa"
"49","1409714389","446.95","mg/Dl"
"293","1128314883","778.52","kPa"
"61","1141372177","460.60","kPa"
"808","1105944971","296.78","kPa"
"723","1321019376","510.25","mg/Dl"
"502","1137807976","887.41","mg/Dl"
"997","1374199570","402.88","mg/Dl"
"128","1417977815","630.01","kPa"
"516","1484331949","500.12","mg/Dl"
"318","1292061927","141.40","kPa"
"993","1417117830","263.14","kPa"
"463","1415558178","105.72","mg/Dl"
"484","1107273343","597.84","kPa"
"802","1417171053","560.09","kPa"
"124","1201455977","136.36","kPa"
"827","1213695947","45.63","kPa"
"401","1114943659","277.56","kPa"
"426","1269518678","207.28","mg/Dl"
"926","1511921790","708.58","mg/Dl"
"352","1176876933","65.40","mg/Dl"
"875","1200997704","575.65","mg/Dl"
"649","1105426926","454.95","kPa"
"668","1172746118","875.43","mg/Dl"
"181","1410491296","702.01","mg/Dl"
"745","1170231247","738.05","mg/Dl"
"182","1381552283","605.39","kPa"
"947","1306837335","386.78","kPa"
"617","1208094131","37.58","mg/Dl"
"515","1470601316","832.43","mg/Dl"
"630","1217325558","753.08","kPa"
"712","1277039104","17.21","kPa"
"1","1138906158","274.64","kPa"
"178","1291813052","713.76","kPa"
"590","1319267623","453.34","kPa"
"972","1420299398","141.35","kPa"
"809","1144432651","605.19","kPa"
"215","1501628843","939.84","mg/Dl"
"574","1502355451","104.69","kPa"
"880","1310797657","879.76","kPa"
"401","1204094856","259.87","mg/Dl"
"827","1309015432","847.75","mg/Dl"
"330","1300887228","949.67","kPa"
"101","1318461516","172.94","kPa"
"802","1404524519","323.93","mg/Dl"
"699","1262615869","22.32","kPa"
"376","1435123929","251.81","mg/Dl"
"173","1419156629","240.12","mg/Dl"
"915","1383940143","762.97","kPa"
"368","1296748150","815.09","mg/Dl"
"84","1292571923","515.97","mg/Dl"
"742","1378152219","884.04","kPa"
"577","1485031340","114.18","mg/Dl"
"148","1472873547","404.55","mg/Dl"
"772","1454638130","585.43","mg/Dl"
"55","1428352813","14.21","mg/Dl"
"468","1513027853","467.70","mg/Dl"
"443","1242592073","128.21","kPa"
"324","1420776965","70.72","kPa"
"840","1188671084","578.57","kPa"
"674","1263085716","688.03","kPa"
"840","1344572636","462.40","kPa"
"126","1213892451","843.98","mg/Dl"
"888","1401680969","816.91","kPa"
"924","1369512710","306.79","kPa"
"177","1290470276","77.29","kPa"
"823","1211457238","266.76","kPa"
"656","1373555030","379.56","kPa"
"294","1128745357","155.71","kPa"
"581","1492821481","853.02","mg/Dl"
"998","1410068467","410.35","mg/Dl"
"637","1116068002","390.67","mg/Dl"
"318","1268658072","603.02","mg/Dl"
"913","1271410042","606.57","mg/Dl"
"811","1416352441","774.53","mg/Dl"
"216","1319882770","978.19","mg/Dl"
"822","1509948660","206.10","kPa"
"439","1429926635","550.03","mg/Dl"
"477","1360557041","914.27","kPa"
"399","1469892416","140.81","kPa"
"49","1446018101","700.28","mg/Dl"
"427","1451438278","177.26","kPa"
"422","1424548631","942.99","mg/Dl"
"248","1413528307","77.46","kPa"
"192","1395586630","505.79","kPa"
"899","1441188830","359.32","kPa"
"633","1404159315","97.37","mg/Dl"
"474","1109447225","265.85","kPa"
"307","1295815710","354.27","mg/Dl"
"378","1306611614","917.85","kPa"
"231","1135402569","420.36","kPa"
"194","1487341433","643.80","kPa"
"509","1361369883","211.24","kPa"
"182","1468829019","841.60","kPa"
"646","1482581265","147.59","kPa"
"473","1161586991","221.23","kPa"
"994","1413035271","402.28","mg/Dl"
"243","1215881900","612.65","kPa"
"278","1231270216","566.69","mg/Dl"
"510","1158516140","329.86","mg/Dl"
"38","1367904605","738.63","mg/Dl"
"94","1513616999","817.12","mg/Dl"
"57","1296216453","960.33","kPa"
"24","1513531561","504.52","mg/Dl"
"41","1153017369","481.63","kPa"
"430","1392741333","329.29","mg/Dl"
"587","1464867525","740.19","mg/Dl"
"231","1323087257","681.79","mg/Dl"
"451","1142648822","185.73","kPa"
"57","1268227892","878.62","kPa"
"641","1112553282","33.11","kPa"
"314","1342932987","0.60","kPa"
"179","1383587637","816.24","kPa"
"286","1213461089","735.95","kPa"
"523","1108984398","789.55","kPa"
"960","1502614788","994.33","mg/Dl"
"701","1227242250","50.61","kPa"
"195","1490503243","588.08","kPa"
"948","1264923486","950.92","kPa"
"429","1125028408","374.90","kPa"
"983","1426432366","341.04","mg/Dl"
"675","1149262534","409.21","kPa"
"848","1196796143","334.01","mg/Dl"
"802","1469569669","926.87","kPa"
"571","1200523314","141.49","mg/Dl"
"904","1237583651","283.29","mg/Dl"
"759","1371747932","669.17","kPa"
"41","1215759089","253.18","kPa"
"43","1223082015","683.42","mg/Dl"
"176","1193167729","683.10","mg/Dl"
"148","1144700849","663.55","kPa"
"762","1357460060","243.93","kPa"
"422","1163278867","822.37","kPa"
"340","1420653342","669.70","kPa"
"469","1176304801","51.44","kPa"
"720","1378527991","175.95","kPa"
"55","1284286273","771.62","mg/Dl"
"938","1480760111","840.38","mg/Dl"
"802","1348781041","340.86","kPa"
"413","1497189571","293.11","mg/Dl"
"157","1270245732","988.95","kPa"
"255","1376801735","623.68","kPa"
"985","1294621401","368.84","kPa"
"398","1200135925","565.93","kPa"
"566","1170017873","89.38","kPa"
"113","1348754162","696.63","kPa"
"278","1139540726","837.43","kPa"
"688","1393536228","84.15","mg/Dl"
"978","1163455894","419.31","mg/Dl"
"474","1211313356","882.72","mg/Dl"
"46","1263024679","718.27","mg/Dl"
"142","1453559668","196.79","mg/Dl"
"672","1346113512","846.30","mg/Dl"
"189","1340602644","877.98","mg/Dl"
"836","1153162083","785.65","mg/Dl"
"26","1315969267","81.89","kPa"
"820","1485773571","394.08","kPa"
"904","1307445335","548.41","mg/Dl"
"309","1244576019","566.34","kPa"
"45","1146380420","901.41","mg/Dl"
"555","1166102541","583.80","kPa"
"914","1151684131","343.38","kPa"
"218","1284906658","678.91","mg/Dl"
"496","1159160745","76.97","kPa"
"103","1408600472","730.28","mg/Dl"
"437","1316228375","578.09","kPa"
"857","1215779524","876.22","mg/Dl"
"512","1222279015","508.08","kPa"
"688","1476776582","985.71","kPa"
"198","1346190290","951.98","mg/Dl"
"290","1399595591","101.83","kPa"
"968","1197656731","746.99","mg/Dl"
"637","1488851542","623.79","kPa"
"96","1389074608","690.81","kPa"
"296","1132618715","524.25","mg/Dl"
"19","1109281220","242.70","mg/Dl"
"330","1353014539","913.52","mg/Dl"
"73","1107272692","126.66","kPa"
"488","1266485226","822.66","kPa"
"225","1490965172","771.91","kPa"
"786","1164365819","944.60","mg/Dl"
"763","1459831487","363.43","mg/Dl"
"489","1203329336","963.55","mg/Dl"
"741","1150404647","85.49","kPa"
"588","1459393119","935.41","mg/Dl"
"371","1226851779","914.18","mg/Dl"
"747","1295070817","329.71","mg/Dl"
"474","1491386477","616.63","kPa"
"185","1138263046","879.60","kPa"
"531","1427147273","842.70","kPa"
"92","1431115116","341.43","mg/Dl"
"69","1153276058","820.35","mg/Dl"
"909","1512063251","868.89","mg/Dl"
"785","1476575311","993.04","mg/Dl"
"119","1239091270","644.12","mg/Dl"
"831","1143488926","344.14","mg/Dl"
"740","1399469144","67.36","mg/Dl"
"648","1392707911","349.01","kPa"
"359","1179665768","527.85","kPa"
"914","1160310929","765.17","mg/Dl"
"244","1416159934","106.37","kPa"
"427","1149786601","429.66","kPa"
"484","1280150068","490.69","mg/Dl"
"905","1507893318","72.61","kPa"
"472","1296333402","619.49","mg/Dl"
"268","1319183559","897.64","kPa"
"686","1134524448","761.79","mg/Dl"
"641","1291989742","421.41","mg/Dl"
"300","1133987910","743.37","kPa"
"510","1498552179","233.61","kPa"
"211","1116034328","159.07","mg/Dl"
"72","1364764072","939.55","mg/Dl"
"116","1124113833","672.97","mg/Dl"
"20","1439156213","413.31","mg/Dl"
"600","1291535709","872.68","kPa"
"276","1329380692","531.24","kPa"
"195","1306207471","778.72","kPa"
"978","1385708244","12.89","kPa"
"502","1243587883","637.18","kPa"
"376","1341704791","686.44","kPa"
"19","1134430024","368.19","kPa"
"623","1123928596","63.74","kPa"
"388","1152648206","283.83","kPa"
"71","1309680939","280.41","kPa"
"978","1185319489","906.47","mg/Dl"
"903","1266178963","279.78","mg/Dl"
"225","1396298140","848.95","kPa"
"507","1244884505","226.99","mg/Dl"
"980","1233775618","397.04","mg/Dl"
"880","1460577348","988.09","kPa"
"540","1452053703","254.99","mg/Dl"
"648","1157257908","635.34","kPa"
"334","1497380726","668.85","kPa"
"302","1189002696","208.25","kPa"
"565","1129267955","78.37","mg/Dl"
"607","1242815397","812.49","kPa"
"142","1217879839","515.66","mg/Dl"
"940","1432425896","845.98","mg/Dl"
"643","1144225763","70.94","kPa"
"505","1415495192","52.43","kPa"
"223","1168140099","989.95","kPa"
"579","1275400945","893.61","kPa"
"181","1125512659","912.00","kPa"
"754","1444335540","657.37","mg/Dl"
"364","1292402077","666.47","mg/Dl"
"406","1369427596","862.95","mg/Dl"
"502","1290170291","133.31","kPa"
"235","1456839035","48.19","kPa"
"185","1314171226","359.65","kPa"
"55","1413990738","415.16","kPa"
"897","1120720945","281.74","mg/Dl"
"148","1230699723","138.24","kPa"
"710","1204123775","603.82","kPa"
"173","1387526650","298.06","mg/Dl"
"986","1483326696","162.47","kPa"
"149","1153864679","368.18","mg/Dl"
"785","1337179459","187.21","mg/Dl"
"623","1152500790","252.71","kPa"
"289","1454020537","440.19","mg/Dl"
"463","1306235303","929.92","kPa"
"960","1108926006","167.92","mg/Dl"
"484","1222659451","509.48","kPa"
"771","1468918408","966.72","kPa"
"437","1427609461","743.23","kPa"
"109","1408398306","94.20","kPa"
"185","1178812081","857.69","kPa"
"307","1466465085","950.35","mg/Dl"
"721","1242633477","691.44","mg/Dl"
"169","1187899106","601.64","kPa"
"70","1281836272","43.81","kPa"
"958","1174388470","485.62","kPa"
"899","1355656501","471.13","mg/Dl"
"311","1473554288","166.15","kPa"
"265","1133210573","429.62","kPa"
"195","1512460649","21.88","mg/Dl"
"957","1388151326","165.47","kPa"
"271","1506733702","554.46","kPa"
"169","1295263623","424.93","mg/Dl"
"670","1253811170","64.64","mg/Dl"
"72","1302473145","312.17","kPa"
"800","1334764753","432.63","kPa"
"688","1358113987","198.76","kPa"
"841","1196474515","775.92","mg/Dl"
"938","1421335193","804.44","kPa"
"93","1438472464","668.47","mg/Dl"
"480","1266584865","568.14","mg/Dl"
"6","1178276237","168.09","mg/Dl"
"231","1483269824","436.64","mg/Dl"
"348","1469776330","95.11","mg/Dl"
"675","1212577712","765.74","kPa"
"155","1200810951","270.33","mg/Dl"
"545","1227459388","286.64","kPa"
"575","1271803823","890.57","kPa"
"626","1501785624","995.39","kPa"
"164","1134243073","987.36","kPa"
"387","1496278977","412.74","mg/Dl"
"735","1387257845","272.28","mg/Dl"
"749","1243604814","298.82","mg/Dl"
"784","1410584918","367.72","mg/Dl"
"223","1213707214","535.45","kPa"
"426","1219084470","905.67","kPa"
"719","1292551915","277.43","kPa"
"888","1154484708","651.53","kPa"
"382","1344559583","473.13","kPa"
"668","1212282232","282.24","kPa"
"769","1167927686","639.79","kPa"
"29","1510537009","777.91","mg/Dl"
"97","1436704074","105.23","mg/Dl"
"87","1340078469","335.37","kPa"
"128","1437995175","378.49","kPa"
"653","1410157789","997.36","mg/Dl"
"505","1507923194","548.32","kPa"
"56","1197121871","731.18","kPa"
"26","1148148386","619.06","kPa"
"164","1363301965","857.19","kPa"
"241","1300163405","46.88","kPa"
"857","1495759404","596.49","mg/Dl"
"40","1489176642","829.56","mg/Dl"
"423","1291849363","105.72","kPa"
"428","1361040989","805.31","mg/Dl"
"243","1387208608","928.05","kPa"
"798","1152760149","130.84","mg/Dl"
"509","1467107789","996.17","kPa"
"413","1351459721","616.56","mg/Dl"
"775","1321280954","564.21","kPa"
"697","1265602973","905.69","mg/Dl"
"328","1184331949","61.42","mg/Dl"
"480","1127311306","679.69","mg/Dl"
"6","1399465812","394.75","kPa"
"648","1403372317","769.21","kPa"
"203","1469971741","678.38","mg/Dl"
"448","1326856425","440.70","kPa"
"588","1269015383","434.24","kPa"
"654","1479422337","233.44","mg/Dl"
"805","1193823253","643.59","kPa"
"9","1287406498","639.44","kPa"
"110","1412830499","491.33","mg/Dl"
"989","1245699381","75.78","kPa"
"864","1138101318","541.63","kPa"
"242","1473397141","0.76","mg/Dl"
"223","1404027141","428.45","kPa"
"73","1155858354","504.02","kPa"
"895","1138217631","903.50","kPa"
"349","1207592178","168.81","kPa"
"820","1302654790","425.85","mg/Dl"
"800","1500938593","699.80","mg/Dl"
"224","1209807022","24.14","kPa"
"261","1317931875","550.80","mg/Dl"
"899","1400048632","238.78","kPa"
"668","1409863815","218.02","mg/Dl"
"976","1487666944","836.98","kPa"
"62","1149990225","710.52","kPa"
"729","1508079331","168.28","mg/Dl"
"512","1271603461","21.42","kPa"
"222","1351810144","427.43","mg/Dl"
"529","1288133244","831.29","mg/Dl"
"393","1172687373","353.57","kPa"
"310","1278557800","637.44","mg/Dl"
"776","1346967087","608.41","mg/Dl"
"437","1318650901","554.54","kPa"
"954","1107484156","38.07","kPa"
