"sensor_serial_number","timestamp","value","measurement_unit"
"297","1406956205","256.28","kPa"
"896","1159645130","567.98","mg/Dl"
"324","1374999658","449.76","mg/Dl"
"640","1146216062","798.50","mg/Dl"
"893","1417842874","659.77","kPa"
"438","1340265940","852.60","mg/Dl"
"647","1497015299","267.69","mg/Dl"
"762","1440143120","252.17","kPa"
"711","1332665337","340.83","mg/Dl"
"349","1465639621","228.95","kPa"
"932","1489886486","599.14","mg/Dl"
"131","1207410325","513.45","mg/Dl"
"194","1155127722","334.14","kPa"
"460","1473478549","614.80","kPa"
"12","1290973061","342.07","mg/Dl"
"749","1204830162","559.22","mg/Dl"
"134","1262148723","373.84","kPa"
"70","1294848946","688.18","mg/Dl"
"258","1131942300","320.16","mg/Dl"
"502","1427776433","479.83","mg/Dl"
"330","1442015826","675.44","mg/Dl"
"991","1207272248","915.10","mg/Dl"
"41","1179453474","168.18","kPa"
"314","1217947118","331.52","kPa"
"564","1153230327","549.74","mg/Dl"
"128","1478542101","115.98","mg/Dl"
"427","1390452816","713.27","mg/Dl"
"864","1236325121","806.72","mg/Dl"
"968","1320150245","716.90","kPa"
"121","1277203882","983.91","kPa"
"499","1226907876","132.98","mg/Dl"
"225","1322280375","708.26","kPa"
"83","1398699442","990.57","kPa"
"468","1491390756","652.64","mg/Dl"
"228","1287616880","550.43","kPa"
"637","1259833268","601.14","kPa"
"862","1244235454","209.83","mg/Dl"
"550","1270290632","752.86","kPa"
"587","1331708740","13.41","mg/Dl"
"629","1367812347","559.55","mg/Dl"
"869","1112185339","911.04","mg/Dl"
"761","1219985130","392.55","kPa"
"1","1258774451","996.52","kPa"
"396","1440601852","626.84","mg/Dl"
"124","1163446228","252.29","kPa"
"19","1282768943","150.33","kPa"
"721","1127218163","663.80","mg/Dl"
"334","1303090095","462.95","kPa"
"531","1369613887","129.65","mg/Dl"
"169","1205798213","480.46","mg/Dl"
"213","1204097803","134.84","mg/Dl"
"629","1460328355","665.98","kPa"
"831","1253400641","257.82","kPa"
"270","1432093842","893.90","mg/Dl"
"579","1338500592","907.68","mg/Dl"
"137","1179357963","424.02","mg/Dl"
"733","1138566085","226.56","kPa"
"38","1313111629","901.86","kPa"
"222","1150822527","409.87","mg/Dl"
"783","1490636095","478.31","kPa"
"22","1506774446","190.20","mg/Dl"
"166","1109876063","986.74","mg/Dl"
"770","1142234958","372.32","mg/Dl"
"372","1194462222","860.24","kPa"
"689","1282346288","899.09","mg/Dl"
"160","1283930700","799.64","kPa"
"188","1418044637","350.57","kPa"
"302","1461235773","502.42","mg/Dl"
"92","1509167188","239.83","kPa"
"312","1220000860","374.93","kPa"
"241","1107864023","254.21","mg/Dl"
"727","1256756338","618.13","mg/Dl"
"709","1474206654","315.51","mg/Dl"
"58","1292545582","398.83","kPa"
"53","1309985714","187.62","kPa"
"482","1250357795","693.41","kPa"
"856","1178710827","367.64","kPa"
"80","1115348735","472.78","mg/Dl"
"890","1367446164","253.78","kPa"
"739","1475261498","42.73","mg/Dl"
"782","1330967910","518.02","mg/Dl"
"808","1330748204","871.70","mg/Dl"
"799","1131549673","227.75","mg/Dl"
"790","1279344974","141.69","kPa"
"604","1431009642","392.30","kPa"
"271","1192678281","513.09","mg/Dl"
"581","1292888244","167.68","kPa"
"602","1333452432","369.30","mg/Dl"
"911","1208755468","175.58","mg/Dl"
"297","1455629335","725.06","kPa"
"175","1165869059","98.48","kPa"
"92","1110588874","367.42","mg/Dl"
"103","1215568849","546.47","kPa"
"327","1331764815","929.58","mg/Dl"
"504","1472501384","876.87","kPa"
"293","1249212670","956.59","kPa"
"101","1403889580","237.50","kPa"
"284","1171235799","541.96","kPa"
"180","1136777217","226.64","kPa"
"587","1250074428","434.97","kPa"
"215","1423288793","677.82","kPa"
"254","1398961081","228.28","kPa"
"262","1498538495","718.78","kPa"
"267","1412394683","131.21","kPa"
"842","1133661406","288.46","mg/Dl"
"647","1391360863","159.61","kPa"
"652","1309446896","163.77","mg/Dl"
"674","1384499501","282.14","kPa"
"172","1178367035","520.80","mg/Dl"
"958","1214977044","55.09","mg/Dl"
"322","1381625191","481.84","mg/Dl"
"908","1205635220","662.76","kPa"
"182","1371626812","655.84","mg/Dl"
"471","1150890671","615.75","kPa"
"496","1202989679","621.86","kPa"
"55","1240799637","908.54","kPa"
"94","1416629384","714.68","mg/Dl"
"276","1308582391","416.43","kPa"
"121","1317476110","510.74","mg/Dl"
"727","1163470315","139.11","kPa"
"572","1258077903","570.01","mg/Dl"
"121","1423596220","445.45","kPa"
"202","1147609111","332.61","kPa"
"518","1173680021","317.65","mg/Dl"
"348","1273072371","493.84","mg/Dl"
"414","1466581229","260.12","kPa"
"286","1273677519","660.53","kPa"
"896","1492192809","761.43","mg/Dl"
"741","1204083423","928.51","kPa"
"11","1252891950","160.26","mg/Dl"
"920","1343080687","93.55","kPa"
"37","1252117617","357.21","mg/Dl"
"631","1369121241","226.01","kPa"
"857","1460948623","873.41","kPa"
"136","1184925639","87.99","kPa"
"625","1404286989","328.48","mg/Dl"
"923","1187861556","464.83","kPa"
"983","1470068666","991.85","kPa"
"188","1420941450","614.17","kPa"
"222","1370124976","852.34","mg/Dl"
"858","1393959766","224.24","mg/Dl"
"288","1352310299","805.26","kPa"
"87","1415864069","118.50","mg/Dl"
"461","1314308594","429.76","mg/Dl"
"121","1145136161","372.50","kPa"
"827","1362122700","232.23","kPa"
"961","1127667990","25.63","kPa"
"29","1150929270","676.01","mg/Dl"
"860","1441123292","508.43","kPa"
"247","1483980396","269.86","kPa"
"561","1343208949","676.71","kPa"
"460","1457424567","116.87","mg/Dl"
"452","1246917400","685.46","kPa"
"978","1415629988","752.38","kPa"
"26","1450546376","166.91","kPa"
"791","1269241683","651.30","mg/Dl"
"808","1124136631","442.09","mg/Dl"
"396","1445774377","238.51","kPa"
"313","1490594102","19.19","mg/Dl"
"805","1375445405","572.91","mg/Dl"
"478","1487081099","965.26","mg/Dl"
"922","1153376082","531.49","kPa"
"711","1362878627","11.11","mg/Dl"
"274","1460969988","430.15","mg/Dl"
"278","1359701932","420.28","mg/Dl"
"72","1513382823","676.70","mg/Dl"
"270","1454351139","757.56","mg/Dl"
"943","1109865619","549.09","kPa"
"622","1176846718","96.07","mg/Dl"
"518","1392537491","278.81","kPa"
"207","1430612683","844.88","kPa"
"348","1379480609","742.89","mg/Dl"
"504","1371664850","34.32","mg/Dl"
"260","1389125742","633.71","kPa"
"107","1199719970","410.10","mg/Dl"
"496","1278994732","588.40","kPa"
"376","1220928327","238.17","mg/Dl"
"494","1405922437","480.11","mg/Dl"
"875","1331833729","64.38","kPa"
"298","1241453722","663.30","kPa"
"719","1344822186","389.26","mg/Dl"
"504","1438079752","141.44","mg/Dl"
"353","1111782623","970.37","mg/Dl"
"455","1123016160","305.68","mg/Dl"
"129","1272816822","240.71","mg/Dl"
"626","1333303486","450.76","mg/Dl"
"207","1277808839","701.06","kPa"
"832","1464743865","783.64","mg/Dl"
"558","1316337416","499.69","mg/Dl"
"268","1377306796","129.77","kPa"
"692","1422763257","230.97","kPa"
"673","1260647375","243.66","kPa"
"815","1128648972","64.56","kPa"
"643","1251014665","227.54","mg/Dl"
"923","1351665474","40.53","kPa"
"765","1275121683","444.12","mg/Dl"
"362","1144951578","939.78","mg/Dl"
"745","1154445934","815.32","kPa"
"87","1246142210","850.80","kPa"
"154","1333984345","74.60","mg/Dl"
"493","1150263687","16.02","kPa"
"813","1407035617","381.12","mg/Dl"
"265","1148243370","947.72","kPa"
"477","1343335874","411.47","kPa"
"712","1433977598","173.35","kPa"
"550","1212382601","270.67","kPa"
"712","1450970903","404.04","kPa"
"515","1187582827","166.89","kPa"
"940","1257331253","842.17","mg/Dl"
"640","1446430562","81.35","kPa"
"566","1200948250","761.77","kPa"
"49","1382609781","651.06","mg/Dl"
"918","1458701154","239.67","kPa"
"388","1153683668","131.18","kPa"
"473","1260118474","899.17","mg/Dl"
"641","1157638613","786.30","kPa"
"101","1340882442","988.58","mg/Dl"
"862","1261340368","997.25","mg/Dl"
"353","1431854837","873.78","kPa"
"34","1508719799","87.11","mg/Dl"
"285","1147463290","720.85","kPa"
"646","1243498778","646.21","mg/Dl"
"546","1509886463","506.34","kPa"
"286","1114911636","451.29","mg/Dl"
"829","1453117785","570.28","mg/Dl"
"994","1167319845","863.88","kPa"
"723","1468604041","350.79","kPa"
"359","1106147791","495.51","kPa"
"107","1404823780","166.52","kPa"
"294","1431450721","532.11","kPa"
"658","1431530625","481.23","mg/Dl"
"557","1192963670","212.00","mg/Dl"
"21","1227791511","856.68","kPa"
"373","1371240658","797.98","kPa"
"83","1377893033","219.26","kPa"
"311","1361170960","923.86","kPa"
"415","1184570774","401.72","kPa"
"478","1349430412","333.59","kPa"
"845","1182553634","523.95","kPa"
"27","1251424410","872.42","mg/Dl"
"104","1450080261","321.25","kPa"
"151","1294270248","694.56","mg/Dl"
"663","1313331336","271.24","mg/Dl"
"9","1163930674","283.13","kPa"
"173","1483461209","393.54","kPa"
"615","1405906925","250.94","kPa"
"600","1406968410","60.94","mg/Dl"
"392","1336178341","425.23","kPa"
"686","1366298564","556.72","mg/Dl"
"34","1226441146","286.35","kPa"
"393","1177361031","506.72","kPa"
"260","1129515968","5.62","mg/Dl"
"997","1343200868","602.61","mg/Dl"
"498","1448947602","639.74","mg/Dl"
"905","1502516370","188.38","kPa"
"766","1456520313","218.95","mg/Dl"
"61","1219175950","606.65","mg/Dl"
"787","1316731013","698.16","mg/Dl"
"644","1167393667","575.16","kPa"
"805","1468350264","913.57","kPa"
"328","1126301508","994.91","mg/Dl"
"299","1233547013","640.43","kPa"
"515","1406285585","265.35","kPa"
"503","1476202424","626.75","kPa"
"359","1299206728","514.05","kPa"
"690","1149665809","578.23","kPa"
"246","1292726698","829.74","mg/Dl"
"896","1164804434","693.17","mg/Dl"
"644","1496505191","139.91","mg/Dl"
"648","1193563747","644.46","mg/Dl"
"274","1250867558","394.91","mg/Dl"
"318","1116417276","236.68","mg/Dl"
"419","1417430623","137.91","mg/Dl"
"503","1251085290","138.62","mg/Dl"
"82","1193478280","857.48","mg/Dl"
"151","1374844124","618.34","kPa"
"619","1388329308","70.71","kPa"
"926","1377427675","554.33","kPa"
"571","1193344692","281.50","kPa"
"467","1182012516","832.64","mg/Dl"
"197","1221798110","538.42","kPa"
"314","1489373945","686.56","mg/Dl"
"798","1418980908","598.45","kPa"
"246","1159055310","418.80","mg/Dl"
"155","1508667636","831.93","mg/Dl"
"357","1371102038","44.31","kPa"
"185","1257206207","202.97","kPa"
"412","1338469910","685.78","kPa"
"823","1191025522","481.54","kPa"
"349","1351836983","478.88","kPa"
"686","1160823579","417.57","mg/Dl"
"854","1107069509","437.12","kPa"
"576","1358767868","891.33","kPa"
"312","1228600854","279.10","kPa"
"235","1359716059","85.30","mg/Dl"
"983","1427378253","925.76","kPa"
"662","1492334634","863.92","mg/Dl"
"500","1189304797","981.54","kPa"
"490","1227201445","742.04","mg/Dl"
"346","1114825491","469.13","kPa"
"669","1504985560","840.61","mg/Dl"
"860","1402180181","797.27","kPa"
"249","1341199226","918.61","mg/Dl"
"374","1279243554","11.40","mg/Dl"
"213","1447152993","108.77","mg/Dl"
"341","1129091584","866.30","kPa"
"263","1467908487","127.80","mg/Dl"
"480","1202596192","932.22","kPa"
"590","1283000503","61.50","kPa"
"904","1257978145","516.57","mg/Dl"
"357","1162823354","2.47","mg/Dl"
"6","1334568185","570.41","mg/Dl"
"493","1111711835","833.46","mg/Dl"
"193","1405490049","326.48","kPa"
"549","1272332978","868.37","kPa"
"662","1140290263","256.27","mg/Dl"
"61","1473890914","282.73","kPa"
"740","1466763201","68.25","kPa"
"641","1403566517","758.93","kPa"
"822","1195217625","127.47","kPa"
"766","1143677419","339.85","mg/Dl"
"936","1161684063","544.00","mg/Dl"
"589","1170325798","509.12","kPa"
"776","1499351555","641.37","mg/Dl"
"991","1475902599","203.72","mg/Dl"
"491","1469349619","917.23","mg/Dl"
"731","1391433765","101.54","kPa"
"223","1401319560","490.39","mg/Dl"
"923","1490518265","727.77","mg/Dl"
"901","1354236352","389.51","kPa"
"969","1139495466","880.57","kPa"
"357","1175945401","577.28","kPa"
"845","1459437281","610.73","mg/Dl"
"311","1422959395","975.32","kPa"
"224","1187357844","598.58","mg/Dl"
"408","1125082825","813.84","mg/Dl"
"197","1246534998","682.81","mg/Dl"
"346","1333014526","687.89","mg/Dl"
"20","1429702138","513.68","mg/Dl"
"940","1477242926","768.81","kPa"
"219","1419546854","661.34","kPa"
"883","1356635245","664.40","kPa"
"169","1439207677","918.86","kPa"
"174","1322749755","610.16","mg/Dl"
"791","1250067396","238.93","kPa"
"742","1416675983","630.98","mg/Dl"
"472","1177656101","550.67","kPa"
"533","1468274404","361.86","kPa"
"815","1324351563","262.96","mg/Dl"
"940","1192998491","636.70","mg/Dl"
"413","1171259813","298.29","mg/Dl"
"230","1510011109","226.72","kPa"
"969","1323492147","66.77","mg/Dl"
"505","1346039628","169.57","mg/Dl"
"896","1414738792","514.48","kPa"
"711","1441747731","614.62","kPa"
"931","1140504657","721.13","kPa"
"858","1500197090","609.13","mg/Dl"
"219","1205114367","15.59","mg/Dl"
"452","1479493970","559.49","mg/Dl"
"873","1395506768","88.48","kPa"
"975","1130147092","466.79","kPa"
"285","1362166269","550.27","kPa"
"257","1170983511","408.33","mg/Dl"
"978","1271987307","83.53","kPa"
"684","1485369358","18.65","mg/Dl"
"341","1371425328","115.38","kPa"
"576","1291295088","22.29","kPa"
"359","1298704426","469.77","kPa"
"123","1195078888","744.88","kPa"
"16","1438619346","2.11","kPa"
"888","1169446092","242.36","mg/Dl"
"841","1268255175","855.32","kPa"
"619","1392293805","455.92","mg/Dl"
"298","1236635879","866.84","kPa"
"19","1497673960","41.21","kPa"
"24","1377519891","290.01","kPa"
"772","1416439146","107.32","kPa"
"362","1316975994","438.28","mg/Dl"
"156","1252653511","607.92","kPa"
"557","1204148868","11.68","mg/Dl"
"633","1468490784","83.97","mg/Dl"
"142","1423494991","696.41","mg/Dl"
"872","1431906251","593.77","mg/Dl"
"172","1416671544","441.15","kPa"
"496","1258220736","168.39","kPa"
"566","1190235674","488.38","mg/Dl"
"140","1286879674","885.02","mg/Dl"
"768","1106443706","483.31","mg/Dl"
"759","1321718781","499.18","mg/Dl"
"610","1183471769","582.69","kPa"
"901","1316925027","562.38","kPa"
"327","1489431384","556.26","mg/Dl"
"458","1191744893","572.27","mg/Dl"
"140","1400364316","105.56","kPa"
"375","1480713929","157.31","kPa"
"488","1279282841","540.66","kPa"
"643","1415667222","741.42","mg/Dl"
"904","1459358343","151.76","kPa"
"712","1463610287","921.58","kPa"
"972","1155292578","18.42","mg/Dl"
"125","1160310692","733.53","mg/Dl"
"466","1462592575","117.13","kPa"
"155","1440486578","589.15","kPa"
"604","1107834819","752.74","mg/Dl"
"458","1207142240","410.51","mg/Dl"
"619","1196652513","961.39","mg/Dl"
"670","1473313447","28.63","kPa"
"362","1106273822","350.83","mg/Dl"
"947","1339872069","381.25","mg/Dl"
"37","1327296231","176.81","kPa"
"155","1484823318","259.51","mg/Dl"
"318","1281930155","446.15","mg/Dl"
"207","1203557181","95.89","kPa"
"516","1175045587","712.26","mg/Dl"
"906","1274979815","536.93","mg/Dl"
"164","1434260963","538.76","mg/Dl"
"626","1274859342","738.61","kPa"
"676","1220058311","481.99","mg/Dl"
"315","1456907934","597.38","kPa"
"54","1447567671","840.26","mg/Dl"
"429","1423288708","576.72","kPa"
"854","1319328790","374.49","kPa"
"841","1157164551","701.87","mg/Dl"
"372","1487603062","84.36","mg/Dl"
"369","1305561223","420.14","kPa"
"968","1389279914","869.24","kPa"
"113","1177560960","812.92","kPa"
"471","1460428629","284.24","mg/Dl"
"276","1133383589","499.28","kPa"
"116","1196711677","467.90","mg/Dl"
"372","1502527428","98.59","kPa"
"35","1437777940","844.90","kPa"
"809","1455927075","378.54","kPa"
"473","1282738537","151.21","kPa"
"257","1444757781","969.18","mg/Dl"
"389","1376694709","271.70","mg/Dl"
"972","1385873896","488.70","mg/Dl"
"576","1150403015","984.03","kPa"
"228","1224472040","21.22","mg/Dl"
"786","1392958536","955.28","mg/Dl"
"602","1247049633","483.21","kPa"
"684","1380001909","808.49","kPa"
"427","1157639384","588.74","mg/Dl"
"136","1244773734","158.87","mg/Dl"
"149","1152974157","902.25","kPa"
"260","1274892255","688.52","kPa"
"793","1382943296","83.04","kPa"
"579","1224127258","385.68","kPa"
"81","1488387050","562.39","mg/Dl"
"835","1141290914","399.44","kPa"
"541","1134131030","939.88","mg/Dl"
"372","1366956057","761.84","kPa"
"313","1113382583","680.95","kPa"
"986","1199300995","791.79","kPa"
"690","1415722639","787.26","kPa"
"512","1240915494","935.01","kPa"
"908","1493476603","991.08","kPa"
"903","1496269544","301.44","mg/Dl"
"507","1291076586","396.71","mg/Dl"
"905","1503379651","258.91","mg/Dl"
"496","1466685579","6.73","mg/Dl"
"289","1505092759","226.58","mg/Dl"
"539","1484942883","87.77","kPa"
"591","1271608039","711.03","mg/Dl"
"243","1209095061","156.68","kPa"
"914","1278023886","646.71","mg/Dl"
"456","1428065499","517.99","mg/Dl"
"947","1111973545","73.68","kPa"
"199","1447165858","722.06","mg/Dl"
"699","1312484140","20.50","mg/Dl"
"268","1480868186","209.53","kPa"
"473","1285833650","397.82","kPa"
"219","1122720996","384.40","kPa"
"488","1416770038","566.13","kPa"
"358","1386286501","738.97","mg/Dl"
"920","1192939085","664.66","mg/Dl"
"784","1129163263","719.16","kPa"
"10","1312582668","501.87","mg/Dl"
"766","1248776889","248.02","kPa"
"573","1319149238","861.56","mg/Dl"
"255","1376173312","154.50","kPa"
"643","1138271145","104.22","mg/Dl"
"262","1158747872","820.83","mg/Dl"
"225","1269814805","397.27","mg/Dl"
"692","1245218686","755.78","mg/Dl"
"362","1290770798","327.18","kPa"
"547","1302445209","317.35","kPa"
"224","1155027627","895.13","kPa"
"40","1142126789","693.36","kPa"
"520","1319754175","418.63","mg/Dl"
"873","1328157978","452.39","kPa"
"32","1316007987","923.94","kPa"
"241","1452882056","404.57","kPa"
"785","1352474740","568.38","kPa"
"373","1265403283","266.63","mg/Dl"
"472","1108917639","152.63","kPa"
"899","1431202030","270.39","kPa"
"211","1206095650","127.35","mg/Dl"
"951","1347374013","648.39","kPa"
"986","1355070693","748.06","mg/Dl"
"531","1475333977","93.06","mg/Dl"
"414","1448827390","348.42","mg/Dl"
"194","1478522826","233.88","mg/Dl"
"742","1249889067","574.33","mg/Dl"
"271","1350196965","782.94","mg/Dl"
"614","1398854623","917.04","kPa"
"985","1164892227","839.06","kPa"
"427","1181348912","897.72","mg/Dl"
"468","1289696216","441.41","mg/Dl"
"20","1120764461","763.11","kPa"
"438","1255085134","557.35","kPa"
"284","1228322683","852.98","kPa"
"924","1197438597","460.99","mg/Dl"
"733","1478886218","775.61","kPa"
"796","1345154536","795.47","mg/Dl"
"155","1151852867","884.77","kPa"
"761","1383827964","354.72","kPa"
"373","1240677310","77.77","mg/Dl"
"372","1300694943","813.48","mg/Dl"
"905","1320541290","742.22","mg/Dl"
"173","1291310719","773.98","kPa"
"254","1326480779","462.47","kPa"
"673","1391235601","785.09","mg/Dl"
"943","1239202260","375.25","mg/Dl"
"272","1313785580","577.20","mg/Dl"
"720","1488337909","436.90","mg/Dl"
"21","1335998675","1.25","mg/Dl"
"116","1151326606","257.87","kPa"
"353","1440593407","871.48","kPa"
"955","1333851759","79.64","kPa"
"448","1213243411","602.20","kPa"
"756","1345163796","246.78","mg/Dl"
"884","1121698790","664.99","kPa"
"854","1411203651","575.06","kPa"
"298","1431249542","142.34","mg/Dl"
"782","1250261216","72.89","mg/Dl"
"905","1200922344","140.00","mg/Dl"
"647","1457272806","857.02","kPa"
"798","1215968998","367.69","mg/Dl"
"628","1253217427","958.74","mg/Dl"
"419","1112317737","584.89","kPa"
"890","1395013751","267.39","mg/Dl"
"83","1512086483","816.59","mg/Dl"
"118","1345904384","656.76","kPa"
"412","1306420565","707.81","kPa"
"163","1392687092","515.20","kPa"
"122","1444592138","242.68","mg/Dl"
"324","1358413249","411.10","kPa"
"897","1470223771","395.79","mg/Dl"
"407","1255700666","507.89","mg/Dl"
"272","1320899444","402.46","mg/Dl"
"213","1481972091","960.16","kPa"
"499","1379826091","979.82","mg/Dl"
"274","1243715050","818.85","kPa"
"178","1415760150","450.57","kPa"
"72","1419243192","717.54","kPa"
"969","1106116955","720.07","mg/Dl"
"580","1457018973","653.90","kPa"
"551","1134673640","41.81","mg/Dl"
"254","1462255221","695.55","mg/Dl"
"626","1442503319","534.69","mg/Dl"
"265","1439972749","184.29","mg/Dl"
"478","1133958734","252.04","mg/Dl"
"557","1342397839","568.81","kPa"
"22","1226224791","961.80","kPa"
"949","1218502462","24.98","kPa"
"785","1332768275","598.76","mg/Dl"
"675","1483574345","514.61","kPa"
"961","1212493627","965.95","kPa"
"368","1511919425","454.25","mg/Dl"
"842","1385525482","767.55","kPa"
"57","1281990853","111.92","mg/Dl"
"414","1514217420","478.94","kPa"
"721","1178310330","694.41","mg/Dl"
"496","1436839057","131.91","mg/Dl"
"869","1391239752","633.27","kPa"
"654","1313632826","499.41","kPa"
"498","1197966426","203.23","kPa"
"31","1383245593","791.74","kPa"
"382","1365984587","521.11","mg/Dl"
"396","1218879692","166.36","kPa"
"309","1354388974","461.75","kPa"
"589","1248805664","649.66","kPa"
"561","1495027700","705.02","kPa"
"705","1415079844","468.76","mg/Dl"
"824","1209321665","186.75","mg/Dl"
"157","1330039726","994.52","kPa"
"482","1280775236","686.30","mg/Dl"
"509","1206754229","157.03","kPa"
"293","1173792395","244.55","kPa"
"480","1374577474","168.06","mg/Dl"
"755","1192799116","993.42","kPa"
"405","1185622929","981.37","kPa"
"428","1440442252","797.73","kPa"
"430","1179336226","153.09","mg/Dl"
"749","1485340188","694.80","mg/Dl"
"519","1399361001","598.03","kPa"
"730","1381908806","377.73","kPa"
"579","1204325142","340.77","kPa"
"755","1449447903","144.48","kPa"
"936","1248274371","356.45","kPa"
"936","1429928074","643.27","kPa"
"336","1458654191","309.64","mg/Dl"
"157","1229697825","32.07","kPa"
"461","1112347061","708.75","kPa"
"15","1508842609","558.61","mg/Dl"
"201","1303889472","180.54","mg/Dl"
"985","1298165904","109.75","mg/Dl"
"839","1249332148","167.44","kPa"
"415","1366136048","605.13","kPa"
"961","1265342116","999.14","mg/Dl"
"415","1195891154","677.36","kPa"
"943","1230763910","578.08","kPa"
"551","1122206938","426.17","mg/Dl"
"401","1354337750","641.97","kPa"
"873","1283636977","20.90","mg/Dl"
"197","1222589830","970.79","mg/Dl"
"862","1317293254","997.25","mg/Dl"
"674","1234872731","941.82","kPa"
"776","1298684153","519.91","kPa"
"222","1238080194","407.71","mg/Dl"
"854","1362478323","12.60","kPa"
"477","1438815114","84.87","kPa"
"809","1280283150","66.56","mg/Dl"
"104","1335921285","53.09","kPa"
"717","1287881514","683.50","mg/Dl"
"824","1319975782","844.80","mg/Dl"
"160","1442375855","771.59","mg/Dl"
"199","1239767587","158.64","kPa"
"215","1238572364","555.56","mg/Dl"
"140","1465376710","887.77","kPa"
"444","1288285193","672.16","kPa"
"160","1377091939","778.63","kPa"
"101","1109157062","268.92","mg/Dl"
"26","1456386622","207.51","mg/Dl"
"717","1345565758","301.67","mg/Dl"
"663","1380687711","807.77","mg/Dl"
"853","1151989562","409.34","kPa"
"282","1327205529","731.33","mg/Dl"
"210","1486563509","533.64","kPa"
"997","1302814899","369.32","kPa"
"915","1160725629","727.91","mg/Dl"
"480","1208802826","275.27","kPa"
"719","1167960963","69.66","kPa"
"990","1266575359","671.72","mg/Dl"
"351","1448394991","43.26","mg/Dl"
"456","1496478398","320.84","mg/Dl"
"888","1247399400","305.73","mg/Dl"
"31","1176773660","199.19","kPa"
"734","1337562527","82.44","kPa"
"478","1394326372","535.75","kPa"
"510","1357393167","81.73","kPa"
"32","1441769455","504.93","mg/Dl"
"375","1229841749","365.56","mg/Dl"
"463","1382230002","567.68","mg/Dl"
"419","1489231678","995.62","mg/Dl"
"302","1389875096","935.29","mg/Dl"
"21","1163494939","993.68","kPa"
"312","1442351110","402.71","mg/Dl"
"414","1274979885","546.83","kPa"
"294","1217653899","328.94","kPa"
"712","1417038753","861.11","kPa"
"960","1318763885","498.98","mg/Dl"
"192","1491664538","362.81","kPa"
"156","1228719389","107.18","kPa"
"699","1388711861","380.28","mg/Dl"
"600","1225291299","981.52","mg/Dl"
"353","1339201452","157.95","kPa"
"799","1235600089","200.01","mg/Dl"
"541","1259248037","281.09","kPa"
"630","1114372133","415.23","kPa"
