"sensor_serial_number","timestamp","value","measurement_unit"
"983","2016-05-24 11:35:02","216.05","kPa"
"71","2012-05-18 20:48:26","330.65","kPa"
"857","2011-08-01 09:39:27","312.15","kPa"
"733","2011-02-12 18:32:06","937.24","mg/Dl"
"645","2012-08-22 19:58:46","869.14","mg/Dl"
"21","2014-10-29 19:11:37","969.05","kPa"
"840","2006-12-30 22:52:37","534.15","kPa"
"561","2015-12-17 06:28:57","46.15","mg/Dl"
"121","2015-07-05 00:22:18","186.38","kPa"
"166","2016-08-27 03:51:18","451.41","mg/Dl"
"134","2014-10-26 06:48:48","914.07","kPa"
"975","2014-12-07 05:10:32","567.67","mg/Dl"
"621","2015-01-25 19:28:08","887.02","mg/Dl"
"960","2009-02-03 21:30:52","813.46","mg/Dl"
"614","2016-12-30 06:15:21","741.43","kPa"
"375","2009-04-24 13:31:04","851.32","kPa"
"460","2007-11-30 11:38:26","61.85","kPa"
"41","2013-01-18 20:59:16","766.05","kPa"
"766","2008-10-07 20:06:08","483.16","kPa"
"755","2017-01-11 09:52:31","268.83","mg/Dl"
"216","2009-08-25 10:50:14","419.36","mg/Dl"
"318","2011-11-04 11:55:25","673.71","kPa"
"908","2009-02-11 15:51:33","984.06","kPa"
"623","2012-12-07 23:06:27","388.02","kPa"
"155","2014-12-11 10:34:34","30.89","mg/Dl"
"529","2009-12-19 18:57:40","260.32","kPa"
"742","2015-07-09 13:15:40","595.64","mg/Dl"
"20","2014-07-29 10:31:47","218.32","kPa"
"194","2011-02-12 23:13:38","253.10","mg/Dl"
"51","2016-08-05 17:33:39","912.03","mg/Dl"
"6","2017-12-15 08:00:59","851.57","mg/Dl"
"829","2006-09-09 17:45:19","342.07","mg/Dl"
"510","2006-02-03 21:52:23","800.04","mg/Dl"
"723","2014-01-31 23:40:36","811.64","kPa"
"427","2011-07-26 19:18:07","55.27","mg/Dl"
"565","2012-11-21 23:42:18","687.46","kPa"
"416","2016-12-05 23:13:02","387.49","mg/Dl"
"148","2013-02-10 21:27:47","909.26","kPa"
"97","2012-03-12 18:19:25","548.25","kPa"
"604","2010-09-09 20:38:50","548.44","kPa"
"767","2015-04-16 07:06:25","978.38","kPa"
"376","2012-05-01 01:29:27","910.84","kPa"
"647","2014-01-27 11:00:32","487.42","mg/Dl"
"20","2008-08-03 21:39:37","211.01","kPa"
"260","2005-08-27 07:42:58","420.97","mg/Dl"
"468","2006-01-17 00:46:06","49.02","kPa"
"215","2010-01-16 13:56:48","675.65","mg/Dl"
"136","2012-04-03 22:07:38","207.02","mg/Dl"
"818","2012-06-18 13:19:36","190.46","kPa"
"37","2010-07-17 12:27:47","390.22","mg/Dl"
"374","2011-03-17 16:26:32","361.60","kPa"
"690","2011-12-28 03:22:53","783.65","mg/Dl"
"422","2017-06-16 18:07:05","19.82","mg/Dl"
"574","2011-01-24 04:51:23","827.21","mg/Dl"
"813","2014-06-04 19:27:43","953.31","mg/Dl"
"480","2011-07-02 05:37:25","650.52","kPa"
"807","2005-08-14 07:40:46","436.96","kPa"
"571","2007-09-30 01:06:55","708.36","mg/Dl"
"604","2017-09-03 08:24:00","274.69","kPa"
"37","2011-09-11 12:22:40","446.30","kPa"
"263","2014-01-05 01:52:54","613.33","kPa"
"555","2014-05-06 16:55:31","262.50","kPa"
"463","2006-02-26 04:31:59","334.78","kPa"
"31","2011-10-10 12:14:12","652.62","kPa"
"854","2014-01-02 22:05:12","472.78","kPa"
"357","2009-04-04 08:46:47","592.84","kPa"
"762","2009-03-26 21:36:02","576.61","mg/Dl"
"15","2009-06-11 08:54:28","875.76","kPa"
"96","2014-12-02 06:44:19","709.71","kPa"
"701","2008-02-29 21:49:58","33.81","mg/Dl"
"466","2014-05-13 15:32:38","226.10","mg/Dl"
"416","2017-10-09 16:25:53","514.89","kPa"
"92","2010-12-14 01:15:44","222.10","mg/Dl"
"957","2009-11-15 11:55:41","91.33","mg/Dl"
"557","2013-01-26 16:47:52","670.71","mg/Dl"
"140","2010-08-20 19:31:10","840.85","mg/Dl"
"430","2007-01-05 07:00:07","477.61","kPa"
"688","2009-10-29 03:19:34","20.31","kPa"
"419","2010-06-27 13:20:59","763.57","kPa"
"820","2010-06-16 08:41:39","420.43","mg/Dl"
"164","2015-02-24 18:40:28","499.87","mg/Dl"
"727","2008-05-27 00:08:57","332.03","kPa"
"697","2009-12-19 00:27:45","570.77","kPa"
"690","2009-11-11 21:52:30","638.31","kPa"
"577","2017-10-22 18:02:34","487.48","kPa"
"893","2011-06-09 03:17:29","169.98","mg/Dl"
"926","2007-10-29 00:38:46","357.97","mg/Dl"
"614","2008-09-20 09:18:45","792.90","mg/Dl"
"280","2008-07-31 16:23:00","559.25","kPa"
"909","2016-08-15 14:43:25","544.20","kPa"
"913","2012-07-19 17:25:48","546.71","mg/Dl"
"602","2005-10-17 03:59:30","871.80","mg/Dl"
"922","2016-02-02 20:30:45","757.52","kPa"
"568","2013-03-27 10:18:45","872.29","kPa"
"192","2009-01-20 11:36:05","962.25","mg/Dl"
"50","2005-11-13 17:14:05","648.86","mg/Dl"
"355","2014-12-26 04:59:35","234.64","mg/Dl"
"800","2010-04-02 00:50:36","139.50","kPa"
"84","2011-07-31 12:40:13","940.99","mg/Dl"
"860","2015-07-05 09:31:10","187.30","kPa"
"908","2014-03-28 10:54:19","498.62","kPa"
"432","2017-02-28 11:25:15","260.88","mg/Dl"
"555","2007-10-07 17:58:41","769.70","mg/Dl"
"639","2009-03-11 07:10:51","181.91","kPa"
"228","2016-08-12 21:41:21","699.69","mg/Dl"
"924","2012-02-28 03:21:17","904.99","kPa"
"958","2017-08-18 06:09:17","487.75","mg/Dl"
"188","2009-12-30 23:55:11","828.09","kPa"
"848","2005-04-06 18:44:54","202.87","mg/Dl"
"701","2017-03-31 02:47:10","122.09","mg/Dl"
"156","2006-05-07 17:30:09","299.58","kPa"
"782","2005-01-29 14:28:04","66.93","kPa"
"580","2009-07-09 03:00:08","109.98","kPa"
"644","2013-10-13 22:13:38","608.52","mg/Dl"
"11","2014-11-13 19:10:08","716.79","mg/Dl"
"340","2012-12-14 17:26:33","122.66","kPa"
"808","2011-03-05 20:35:54","970.22","kPa"
"574","2006-04-24 19:53:16","334.92","mg/Dl"
"733","2006-02-13 13:21:10","77.37","mg/Dl"
"255","2013-04-15 05:56:35","222.50","mg/Dl"
"545","2012-07-23 02:03:51","649.69","mg/Dl"
"747","2014-06-04 00:40:13","567.33","kPa"
"817","2005-10-07 12:00:05","274.29","mg/Dl"
"993","2005-07-20 14:45:20","268.88","mg/Dl"
"735","2012-02-07 01:56:59","217.68","mg/Dl"
"802","2010-05-12 23:58:55","18.46","mg/Dl"
"121","2007-05-17 19:52:14","366.51","mg/Dl"
"124","2010-06-08 18:04:12","20.06","kPa"
"232","2017-05-17 12:35:34","752.07","kPa"
"498","2016-02-25 19:18:55","980.65","mg/Dl"
"54","2016-01-31 16:14:16","242.36","kPa"
"225","2016-05-12 16:55:40","27.60","kPa"
"225","2008-01-29 13:04:02","165.76","kPa"
"969","2015-11-10 17:11:19","812.35","mg/Dl"
"296","2011-01-26 22:21:23","658.83","kPa"
"675","2008-08-05 23:23:49","177.81","mg/Dl"
"931","2017-02-12 20:34:53","512.94","mg/Dl"
"549","2010-08-05 22:27:37","77.03","mg/Dl"
"999","2012-11-03 01:14:43","789.58","mg/Dl"
"560","2012-04-12 06:29:37","189.01","mg/Dl"
"311","2009-10-18 04:07:31","746.54","mg/Dl"
"278","2016-04-20 09:16:30","966.13","mg/Dl"
"699","2012-02-22 05:08:51","880.59","kPa"
"966","2016-12-24 15:52:01","827.88","mg/Dl"
"831","2013-07-12 05:55:05","567.00","kPa"
"625","2016-04-19 05:51:50","377.18","kPa"
"373","2008-05-25 03:48:08","734.27","mg/Dl"
"628","2011-03-22 06:47:53","925.12","kPa"
"35","2006-12-20 18:53:18","828.05","kPa"
"6","2013-07-09 05:58:28","163.38","kPa"
"670","2009-11-09 14:35:50","521.12","mg/Dl"
"629","2009-07-29 16:13:27","494.85","kPa"
"45","2011-02-23 16:05:04","946.30","mg/Dl"
"297","2007-10-17 17:47:42","623.22","mg/Dl"
"327","2006-09-11 14:38:30","852.83","mg/Dl"
"731","2006-12-16 14:28:23","391.45","mg/Dl"
"412","2006-03-11 08:20:17","899.29","mg/Dl"
"26","2012-02-03 02:39:44","256.15","mg/Dl"
"243","2013-04-24 17:35:13","141.26","mg/Dl"
"998","2013-11-01 14:45:55","974.08","kPa"
"888","2009-06-16 08:59:34","690.58","mg/Dl"
"560","2014-01-16 20:20:19","174.94","kPa"
"678","2010-03-22 07:36:42","15.01","kPa"
"793","2017-05-25 09:57:54","191.46","mg/Dl"
"432","2006-03-25 17:21:31","610.63","mg/Dl"
"419","2016-05-07 00:07:05","335.81","kPa"
"776","2011-11-12 16:53:31","968.50","mg/Dl"
"983","2008-09-20 17:28:52","347.92","kPa"
"473","2015-01-16 04:54:14","228.77","kPa"
"137","2014-03-23 21:42:42","924.00","mg/Dl"
"969","2011-08-06 17:08:59","478.14","mg/Dl"
"678","2015-08-31 09:56:51","566.78","kPa"
"169","2006-11-14 11:40:07","813.98","kPa"
"589","2005-12-11 06:35:14","815.79","mg/Dl"
"273","2011-04-29 11:56:10","535.84","mg/Dl"
"673","2010-11-03 14:52:09","628.31","mg/Dl"
"230","2015-07-17 06:51:01","801.50","mg/Dl"
"771","2015-09-14 19:30:34","26.78","kPa"
"673","2015-09-19 21:17:06","922.40","kPa"
"126","2007-02-17 18:06:28","426.63","kPa"
"416","2014-09-03 11:56:39","997.30","mg/Dl"
"685","2006-02-10 06:09:16","452.22","mg/Dl"
"305","2005-04-04 08:36:53","571.46","kPa"
"929","2013-06-29 07:04:34","763.91","mg/Dl"
"451","2006-06-26 06:42:50","443.78","kPa"
"802","2011-07-18 00:57:03","6.64","mg/Dl"
"474","2007-06-26 12:45:47","59.22","mg/Dl"
"836","2011-04-24 19:58:37","579.75","kPa"
"827","2008-11-05 01:46:22","258.05","mg/Dl"
"915","2008-05-20 16:29:39","478.05","kPa"
"572","2015-04-15 00:06:56","596.28","mg/Dl"
"71","2013-10-03 16:15:30","0.06","mg/Dl"
"243","2011-06-20 12:37:39","297.76","kPa"
"913","2016-09-06 21:42:45","26.47","kPa"
"247","2005-08-24 21:17:06","894.63","kPa"
"689","2011-09-27 09:05:12","781.95","mg/Dl"
"471","2015-03-10 06:54:31","209.97","mg/Dl"
"231","2012-03-08 03:32:05","276.67","mg/Dl"
"639","2012-06-02 04:41:40","936.30","mg/Dl"
"591","2008-04-16 20:12:14","829.84","kPa"
"290","2012-07-25 07:49:29","274.75","kPa"
"376","2015-10-29 17:49:31","382.22","mg/Dl"
"1","2005-01-07 21:16:03","979.90","mg/Dl"
"683","2011-05-31 22:14:54","462.82","kPa"
"625","2011-02-02 03:58:50","467.89","mg/Dl"
"600","2016-02-16 18:41:34","270.55","kPa"
"159","2012-05-04 23:02:48","106.82","mg/Dl"
"137","2005-03-16 11:29:08","24.62","kPa"
"223","2013-09-23 13:35:55","336.35","kPa"
"355","2010-05-28 02:32:10","518.20","kPa"
"729","2010-06-22 06:12:15","231.17","mg/Dl"
"932","2017-07-08 12:47:08","244.61","kPa"
"276","2017-11-10 02:39:39","604.89","mg/Dl"
"159","2008-04-07 10:32:09","950.92","kPa"
"53","2016-12-05 20:55:39","775.67","kPa"
"678","2005-04-26 11:16:17","482.22","kPa"
"265","2005-02-12 03:56:44","913.95","mg/Dl"
"761","2014-06-13 08:39:19","114.97","kPa"
"727","2013-11-17 14:30:11","150.41","kPa"
"87","2007-05-15 08:39:23","616.78","kPa"
"467","2012-02-24 02:28:50","726.61","kPa"
"452","2017-07-28 03:04:57","224.07","mg/Dl"
"938","2013-09-22 12:30:04","762.27","mg/Dl"
"178","2014-03-29 03:23:29","881.08","kPa"
"388","2005-01-06 03:20:45","236.28","mg/Dl"
"173","2010-06-18 08:27:05","50.59","mg/Dl"
"829","2016-07-29 08:12:54","529.48","kPa"
"999","2014-03-29 14:58:17","379.32","mg/Dl"
"924","2007-09-30 19:45:23","56.99","mg/Dl"
"461","2008-04-14 04:56:53","500.22","mg/Dl"
"466","2009-10-15 04:32:36","779.77","kPa"
"966","2017-09-03 03:41:12","378.63","kPa"
"309","2006-05-30 18:12:15","584.60","mg/Dl"
"21","2013-01-05 14:52:24","285.98","kPa"
"614","2009-03-09 19:29:09","969.48","mg/Dl"
"831","2013-07-08 21:46:00","718.33","kPa"
"834","2012-03-05 15:02:22","180.10","mg/Dl"
"913","2005-10-26 00:58:49","200.59","kPa"
"322","2013-06-06 06:34:10","877.17","kPa"
"438","2011-11-18 06:38:33","842.28","kPa"
"811","2015-01-20 22:25:16","744.80","mg/Dl"
"858","2012-02-02 21:10:58","975.23","kPa"
"22","2007-07-09 20:54:01","797.41","kPa"
"520","2008-06-11 21:05:15","26.89","kPa"
"911","2011-01-17 05:10:28","832.63","kPa"
"236","2015-05-26 14:34:10","608.60","mg/Dl"
"956","2012-02-28 23:24:52","788.43","mg/Dl"
"440","2013-08-02 08:10:48","351.15","mg/Dl"
"307","2017-12-18 23:02:37","176.29","kPa"
"847","2010-08-20 09:38:52","351.55","mg/Dl"
"12","2011-01-20 02:37:32","212.11","kPa"
"125","2013-04-10 14:10:22","834.77","mg/Dl"
"15","2005-08-13 00:00:01","391.40","kPa"
"847","2015-08-15 01:21:51","240.84","mg/Dl"
"797","2006-11-03 03:21:37","645.73","mg/Dl"
"938","2006-03-25 23:12:16","956.90","mg/Dl"
"408","2013-09-03 19:09:56","666.94","kPa"
"629","2013-07-31 19:29:28","189.75","mg/Dl"
"211","2009-08-08 06:46:57","741.51","mg/Dl"
"749","2009-06-07 13:37:30","459.96","mg/Dl"
"754","2005-02-07 18:08:08","450.61","kPa"
"717","2007-01-02 11:16:26","163.70","kPa"
"637","2008-12-11 08:55:43","763.84","mg/Dl"
"990","2006-04-27 16:56:20","941.98","kPa"
"50","2007-07-28 19:44:02","493.69","kPa"
"617","2013-12-07 04:35:27","895.97","kPa"
"11","2013-03-18 21:38:57","343.29","mg/Dl"
"309","2007-12-15 10:07:27","245.67","kPa"
"59","2013-02-26 17:10:10","133.30","kPa"
"358","2006-11-05 13:51:10","931.39","mg/Dl"
"799","2010-09-14 00:03:30","452.51","mg/Dl"
"428","2005-07-18 17:23:05","63.50","kPa"
"292","2009-12-19 01:28:33","358.41","kPa"
"970","2016-11-21 00:49:52","525.42","mg/Dl"
"136","2009-10-13 03:31:08","730.98","mg/Dl"
"288","2008-02-29 02:52:25","495.66","kPa"
"841","2014-06-24 01:02:23","31.42","kPa"
"146","2009-05-03 17:00:03","71.14","mg/Dl"
"728","2016-11-17 23:50:35","64.21","mg/Dl"
"911","2006-01-16 14:44:26","521.02","mg/Dl"
"628","2016-04-04 02:34:26","618.47","mg/Dl"
"731","2013-05-22 10:44:14","278.96","mg/Dl"
"455","2009-09-03 20:33:22","757.36","mg/Dl"
"701","2008-01-11 22:21:04","471.59","kPa"
"57","2016-09-10 02:59:31","919.30","mg/Dl"
"915","2013-04-21 19:29:00","291.31","mg/Dl"
"771","2015-10-13 11:28:31","733.90","mg/Dl"
"854","2013-07-10 11:22:15","636.63","mg/Dl"
"931","2006-01-18 14:49:38","581.62","mg/Dl"
"823","2011-11-14 06:43:24","279.29","kPa"
"949","2011-01-24 02:03:00","937.50","mg/Dl"
"920","2015-07-22 11:34:06","65.35","mg/Dl"
"65","2006-04-26 00:14:07","634.80","kPa"
"814","2017-05-19 06:56:19","838.38","mg/Dl"
"869","2014-05-30 11:28:21","518.13","mg/Dl"
"122","2013-01-22 04:33:41","485.44","kPa"
"558","2015-11-18 20:00:31","884.59","mg/Dl"
"65","2010-01-13 13:04:13","677.51","kPa"
"92","2005-07-29 23:11:44","443.19","mg/Dl"
"813","2016-04-06 20:23:14","9.84","mg/Dl"
"219","2016-05-30 16:58:04","772.79","kPa"
"142","2005-02-01 21:10:11","678.28","mg/Dl"
"46","2009-05-30 08:53:34","890.38","kPa"
"54","2013-01-20 03:46:52","964.95","mg/Dl"
"799","2011-08-13 14:54:21","225.12","kPa"
"663","2009-02-25 17:59:21","390.86","kPa"
"368","2009-10-03 21:51:30","150.85","mg/Dl"
"466","2011-11-14 09:09:43","741.40","kPa"
"423","2015-01-23 10:44:00","85.56","mg/Dl"
"621","2015-10-08 02:07:01","428.20","mg/Dl"
"101","2017-03-04 12:58:24","799.68","mg/Dl"
"88","2005-01-04 12:06:36","41.38","mg/Dl"
"194","2006-05-07 10:40:58","966.80","kPa"
"129","2015-06-29 05:51:30","22.36","mg/Dl"
"991","2013-07-24 01:02:49","575.19","mg/Dl"
"678","2015-02-15 13:55:28","277.23","mg/Dl"
"488","2010-09-05 07:58:58","734.49","kPa"
"500","2016-12-06 06:13:22","214.33","mg/Dl"
"341","2009-05-18 18:43:25","749.57","kPa"
"499","2006-03-03 04:54:48","161.42","kPa"
"686","2017-08-24 01:32:33","386.29","mg/Dl"
"355","2012-11-26 16:08:57","763.27","kPa"
"786","2013-12-14 05:33:30","770.21","mg/Dl"
"890","2010-08-13 09:43:12","720.98","mg/Dl"
"640","2010-06-15 11:49:46","787.73","mg/Dl"
"80","2007-02-03 05:39:16","881.60","kPa"
"997","2016-06-24 09:00:15","604.41","kPa"
"504","2005-05-05 04:50:02","67.59","mg/Dl"
"640","2007-04-03 14:03:16","582.51","mg/Dl"
"164","2007-01-31 13:35:25","328.93","kPa"
"289","2008-07-26 20:23:02","530.04","kPa"
"676","2010-10-28 18:54:07","259.92","mg/Dl"
